Date;Q
1930-01-16;20.9
1930-01-17;19.6
1930-01-18;20.9
1930-01-19;19.0
1930-01-20;17.8
1930-01-21;17.3
1930-01-22;17.3
1930-01-23;17.3
1930-01-24;17.3
1930-01-25;17.3
1930-01-26;19.6
1930-01-27;16.8
1930-01-28;16.3
1930-01-29;16.3
1930-01-30;15.3
1930-01-31;14.3
1930-02-01;14.3
1930-02-02;14.3
1930-02-03;14.3
1930-02-04;14.3
1930-02-05;14.3
1930-02-06;14.3
1930-02-07;13.8
1930-02-08;13.3
1930-02-09;13.3
1930-02-10;13.3
1930-02-11;13.3
1930-02-12;13.3
1930-02-13;13.3
1930-02-14;13.3
1930-02-15;23.5
1930-02-16;21.6
1930-02-17;16.3
1930-02-18;15.3
1930-02-19;20.9
1930-02-20;20.9
1930-02-21;24.1
1930-02-22;40.2
1930-02-23;30.6
1930-02-24;30.6
1930-02-25;27.6
1930-02-26;22.3
1930-02-27;20.2
1930-02-28;18.4
1930-03-01;16.3
1930-03-02;15.3
1930-03-03;14.3
1930-03-04;14.3
1930-03-05;14.3
1930-03-06;14.3
1930-03-07;14.8
1930-03-08;14.3
1930-03-09;13.3
1930-03-10;13.3
1930-03-11;13.3
1930-03-12;14.3
1930-03-13;17.3
1930-03-14;15.3
1930-03-15;13.8
1930-03-16;12.8
1930-03-17;12.3
1930-03-18;12.3
1930-03-19;13.3
1930-03-20;15.3
1930-03-21;13.3
1930-03-22;12.3
1930-03-23;11.3
1930-03-24;10.5
1930-03-25;10.1
1930-03-26;9.7
1930-03-27;9.7
1930-03-28;9.35
1930-03-29;9.0
1930-03-30;9.0
1930-03-31;9.0
1930-04-01;9.0
1930-04-02;8.7
1930-04-03;9.7
1930-04-04;8.4
1930-04-05;8.4
1930-04-06;8.4
1930-04-07;8.4
1930-04-08;8.4
1930-04-09;9.7
1930-04-10;10.1
1930-04-11;10.1
1930-04-12;9.7
1930-04-13;25.4
1930-04-14;18.4
1930-04-15;13.3
1930-04-16;29.0
1930-04-17;73.5
1930-04-18;58.0
1930-04-19;17.3
1930-04-20;14.3
1930-04-21;16.3
1930-04-22;13.3
1930-04-23;12.3
1930-04-24;37.0
1930-04-25;15.3
1930-04-26;16.3
1930-04-27;38.6
1930-04-28;30.6
1930-04-29;85.0
1930-04-30;23.5
1930-05-01;206.0
1930-05-02;145.0
1930-05-03;132.0
1930-05-04;71.5
1930-05-05;43.0
1930-05-06;103.0
1930-05-07;172.0
1930-05-08;123.0
1930-05-09;176.0
1930-05-10;148.0
1930-05-11;111.5
1930-05-12;290.0
1930-05-13;162.0
1930-05-14;173.0
1930-05-15;320.0
1930-05-16;132.0
