Date;Q
1933-11-16;148.0
1933-11-17;123.0
1933-11-18;106.0
1933-11-19;85.0
1933-11-20;78.0
1933-11-21;76.0
1933-11-22;80.5
1933-11-23;76.0
1933-11-24;80.5
1933-11-25;76.0
1933-11-26;69.0
1933-11-27;67.0
1933-11-28;62.5
1933-11-29;60.5
1933-11-30;60.5
1933-12-01;60.5
1933-12-02;56.0
1933-12-03;54.0
1933-12-04;53.0
1933-12-05;51.0
1933-12-06;50.0
1933-12-07;50.0
1933-12-08;49.0
1933-12-09;48.0
1933-12-10;47.0
1933-12-11;46.0
1933-12-12;46.0
1933-12-13;45.0
1933-12-14;45.0
1933-12-15;45.0
1933-12-16;44.0
1933-12-17;44.0
1933-12-18;44.0
1933-12-19;44.0
1933-12-20;44.0
1933-12-21;43.0
1933-12-22;43.0
1933-12-23;43.0
1933-12-24;43.0
1933-12-25;43.0
1933-12-26;42.0
1933-12-27;42.0
1933-12-28;43.0
1933-12-29;58.0
1933-12-30;54.0
1933-12-31;54.0
1934-01-01;48.0
1934-01-02;52.0
1934-01-03;47.0
1934-01-04;41.2
1934-01-05;38.6
1934-01-06;37.0
1934-01-07;37.0
1934-01-08;35.4
1934-01-09;34.6
1934-01-10;33.8
1934-01-11;33.0
1934-01-12;33.0
1934-01-13;32.2
1934-01-14;31.4
1934-01-15;30.6
1934-01-16;30.6
1934-01-17;29.8
1934-01-18;29.0
1934-01-19;29.0
1934-01-20;29.0
1934-01-21;28.2
1934-01-22;27.6
1934-01-23;27.6
1934-01-24;27.6
1934-01-25;26.8
1934-01-26;26.2
1934-01-27;25.4
1934-01-28;25.4
1934-01-29;24.8
1934-01-30;24.8
1934-01-31;24.8
1934-02-01;24.1
1934-02-02;24.1
1934-02-03;23.5
1934-02-04;23.5
1934-02-05;24.1
1934-02-06;26.2
1934-02-07;37.0
1934-02-08;35.4
1934-02-09;30.6
1934-02-10;29.8
1934-02-11;29.0
1934-02-12;29.0
1934-02-13;33.8
1934-02-14;35.4
1934-02-15;30.6
1934-02-16;27.6
1934-02-17;29.8
1934-02-18;35.4
1934-02-19;33.8
1934-02-20;49.0
1934-02-21;49.0
1934-02-22;37.8
1934-02-23;58.0
1934-02-24;62.5
1934-02-25;54.0
1934-02-26;39.4
1934-02-27;26.2
1934-02-28;26.3
1934-03-01;24.1
1934-03-02;29.0
1934-03-03;26.8
1934-03-04;25.4
1934-03-05;24.8
1934-03-06;24.1
1934-03-07;23.5
1934-03-08;22.9
1934-03-09;22.9
